Timestamp,FrameCount,Delay,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,UKFPosX,UKFPosY,UKFPosZ,UKFRotX,UKFRotY,UKFRotZ,UKFRotW,UPFPosX,UPFPosY,UPFPosZ,UPFRotX,UPFRotY,UPFRotZ,UPFRotW,FusedPosX,FusedPosY,FusedPosZ,FusedRotX,FusedRotY,FusedRotZ,FusedRotW,UKFLatency,UPFLatency,FusionLatency
15:56:02.260,32,22.91337,0.001319062,1.520666,-0.02258329,-0.05763705,-0.009180449,0.03714487,0.9976041,0.001321473,1.50946,-0.02226172,8.939886E-06,0.01317215,-0.0001968482,0.9999132,0.001373622,1.518417,-0.02328172,0.000194676,0.01317071,0.01390269,0.9998165,0.001347547,1.513939,-0.02277172,0.0001018105,0.01317176,0.006853092,0.9998898,0.1048,19.3382,0.0719
15:56:02.293,33,22.94588,0.001482398,1.519696,-0.02197135,-0.05283285,-0.01128432,0.03624038,0.9978818,0.00142403,1.510718,-0.02185704,9.92292E-06,0.01318312,-0.0001900117,0.9999131,0.001432663,1.484295,-0.02200859,0.0001956331,0.01318167,0.01389583,0.9998165,0.001428346,1.497506,-0.02193281,0.0001027806,0.01318272,0.006853078,0.9998896,0.1065,18.8774,0.0673
15:56:02.326,34,22.97937,0.001574349,1.518975,-0.02123418,-0.04720055,-0.01209776,0.03517484,0.9981927,0.001508881,1.510254,-0.02160069,1.070402E-05,0.01317907,-0.0001869918,0.9999132,0.001532067,1.502124,-0.02167352,0.0001962773,0.01317762,0.01389279,0.9998167,0.001520474,1.506189,-0.0216371,0.0001034932,0.01317867,0.006853069,0.9998897,0.5067,20.1885,0.0724
15:56:02.361,35,23.01387,0.001745822,1.518503,-0.02032135,-0.04367721,-0.01211309,0.03525974,0.9983498,0.001661459,1.540496,-0.02062529,1.206973E-05,0.01344296,-0.0001807885,0.9999096,0.001731862,1.491359,-0.02076499,0.0002011914,0.01344146,0.0138865,0.9998132,0.00169666,1.515928,-0.02069514,0.0001066332,0.01344254,0.006853025,0.9998862,0.138,19.704,0.0698
15:56:02.396,36,23.04887,0.002067845,1.517903,-0.01930685,-0.04102963,-0.01055855,0.03587849,0.9984577,0.001875942,1.505448,-0.02000201,1.409325E-05,0.01313714,-0.0001734512,0.9999137,0.001858055,1.487189,-0.01964062,0.0001987188,0.01313564,0.01387918,0.9998174,0.001866999,1.496319,-0.01982132,0.0001064087,0.01313671,0.006853032,0.9998903,0.1031,20.5242,0.0648
15:56:02.431,37,23.08437,0.001992238,1.517144,-0.01842251,-0.03739927,-0.009374107,0.03653037,0.9985885,0.001902121,1.415786,-0.01861128,1.473484E-05,0.01235475,-0.0001509876,0.9999237,0.001944832,1.476759,-0.01954491,0.00018781,0.01235333,0.01385687,0.9998277,0.001923476,1.446273,-0.01907809,0.0001012749,0.01235435,0.006853111,0.9999002,0.1172,20.9791,0.0711
15:56:02.464,38,23.11737,0.00195949,1.516432,-0.01746374,-0.03320795,-0.00993053,0.03730765,0.9987025,0.001927518,1.48293,-0.0185188,1.475733E-05,0.01294065,-0.0001595492,0.9999163,0.001991647,1.507732,-0.01846656,0.0001962616,0.01293917,0.01386531,0.9998201,0.001959583,1.495331,-0.01849268,0.0001055121,0.01294023,0.006853047,0.9998928,0.1443,19.9585,0.0528
15:56:02.494,39,23.14737,0.001988232,1.515971,-0.01646041,-0.02831185,-0.01111704,0.03732664,0.9988401,0.001945012,1.486935,-0.01712825,1.508133E-05,0.01297559,-0.0001459178,0.9999158,0.00199207,1.493913,-0.0174919,0.0001967219,0.01297411,0.01385166,0.9998199,0.001968541,1.490424,-0.01731008,0.0001059042,0.01297517,0.006853042,0.9998924,0.0972,19.2423,0.0529
15:56:02.524,40,23.17737,0.001993468,1.515994,-0.01543807,-0.02574033,-0.01258056,0.03698913,0.9989049,0.00186683,1.519605,-0.01650127,1.43487E-05,0.01326067,-0.0001465785,0.9999121,0.001997375,1.445432,-0.01589158,0.0001999977,0.01325917,0.01385228,0.9998161,0.001932103,1.482518,-0.01619643,0.0001071758,0.01326025,0.006853019,0.9998886,0.1057,18.7823,0.0494
15:56:02.558,41,23.21037,0.001946594,1.515288,-0.01446711,-0.02482896,-0.01382207,0.03661234,0.9989255,0.00182755,1.51698,-0.01526371,1.414581E-05,0.01323777,-0.0001362625,0.9999124,0.001771534,1.471005,-0.01388862,0.0001992012,0.01323627,0.01384198,0.9998165,0.001799542,1.493993,-0.01457617,0.0001066761,0.01323734,0.006853027,0.9998889,0.6934,19.6582,0.0467
